"name","address","city","state","zipcode","county","latitude","longitude","adp","month","year","fiscalyear","inspectionmonth","inspectionyear","administrativesegregation","calculatedforce","chemicalforce","detainee_detainee_physassault_noseriousinj","detainee_detainee_physassault_seriousinj","detainee_staff_physassault_noseriousinj","detainee_staff_physassault_seriousinj","disciplinaryappeals","disciplinaryappeals_detaineefavor","disciplinaryinfractions","disciplinaryinfractions_guilty","disciplinarysegregation","force_seriousinjury","hungerstrikes","immediateforce","infectiousdiseasesconfirmed","infectiousdiseasesreported","medicalobservation","medicalsegregation","mentalhealthobservation","mentalhealthsegregation","nonlethalweaponsincidents","offsiteemergencycare","offsitemedicalcare","offsitementalhealthcare","outsidemedicalreferrals","pointrestraints","sanctionsover60days","sexual_detaineedetainee","sexual_detaineedetainee_sub","sexual_detaineeinmate","sexual_detaineeinmate_sub","sexual_detaineestaff","sexual_detaineestaff_sub","sexual_inmatedetainee","sexual_inmatedetainee_sub","sexual_staffdetainee","sexual_staffdetainee_sub","sickcallencounters","sickcallrequests","stripsearches","suicideattempts","suicideconstantmentalhealthwatch","disciplinary_filed","disciplinary_sub","food_filed","food_sub","force_filed","force_sub","library_filed","library_sub","mail_filed","mail_sub","medical_filed","medical_sub","other_filed","other_sub","prop_filed","prop_sub","safety_filed","safety_sub","sanitation_filed","sanitation_sub","sexualassault_sub","sexualassult_filed","solitary_filed","solitary_sub","staffconduct_filed","staffconduct_sub","visitation_filed","visitation_sub"
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,19.4405190123571,8,2020,2020,10,2020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,16.7607869451034,7,2021,2021,6,2022,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,22.3117859961962,11,2021,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,37.691520245,5,2020,2020,10,2020,8,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,60.0863297377857,3,2020,2020,10,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,12.2499999995,3,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,15.803030303,12,2021,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,57.1475897748286,1,2020,2020,10,2020,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,20.4148551854512,10,2021,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAINT CLAIR COUNTY JAIL","1170 MICHIGAN ROAD","Port Huron","MI",48060,"St. Clair",42.942492,-82.478787,9.89498970487097,1,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,21.6765681133929,1,2021,2021,4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,72.4520485417122,11,2021,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,62.0780125109428,7,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,147.627992022063,2,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,90.4285714278572,5,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,78.636363636,11,2019,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,30.0265318811428,5,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,28.7457766387143,3,2021,2021,4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,31.666666667,12,2021,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,93.8928571432857,4,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,66.2922313399966,10,2021,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,49.3490525881429,12,2019,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,23.4712895551429,2,2021,2021,4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,33.9178885640278,9,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,88.5831051043962,12,2020,2021,4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,27.9280575560357,8,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,53.3615046830857,1,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,45.331491713,10,2020,2021,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,71.0014327896858,9,2021,2021,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,27.5868299790357,3,2020,2020,11,2020,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,19.8913043474706,8,2021,2021,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,0,6,2021,2021,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,5.52412704924145,7,2021,2021,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,72.2179483987143,6,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,25.5426038371143,4,2020,2020,4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,47.4626296071429,2,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,115.821428569464,3,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LUIS REGIONAL DETENTION CENTER","406 NORTH AVENUE D","San Luis","AZ",85349,"Yuma",32.509136,-114.746669,104.57755662129,1,2022,2022,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,17.7609005722857,4,2021,2021,9,2021,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,46,10,2020,2021,9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,28.8660771840714,1,2021,2021,9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,44.35589047125,5,2019,2019,10,2019,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,51.1093071885,3,2019,2019,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,78.983516484,10,2018,2019,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,47.995607852,7,2019,2019,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,42.220111212,5,2020,2020,1,2021,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,39.9907810758788,11,2020,2021,9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,59.6250604395,2,2019,2019,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,31.9789098078572,6,2020,2020,1,2021,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,61.4083159488,4,2019,2019,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,21.9095971653572,3,2021,2021,9,2021,2,0,0,1,0,0,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,62.81441002,3,2020,2020,1,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,50.50474346925,6,2019,2019,10,2019,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,23.7570627472857,2,2021,2021,9,2021,2,0,0,1,0,0,1,1,0,4,3,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,26.2793726901143,7,2020,2020,1,2021,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,31.8453401943585,12,2020,2021,9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,36.7242114245294,8,2021,2021,9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,84.5264321831996,12,2018,2019,10,2019,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENECA COUNTY JAIL","3040 SOUTH STATE HIGHWAY 100","Tiffin","OH",44883,"Seneca",41.242376,-83.241337,47.477876186,9,2019,2019,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
